date,published_at,source,topic,title,description,url,compound,pos,neg,neu,sentiment_cat,source_weight
2026-04-18,2026-04-18T05:39:16Z,Ibtimes.com.au,recession,NVIDIA Stock 2026: Analysts Urge Buy Amid AI Boom Despite High Valuation Risks,"NEW YORK — NVIDIA Corp. shares hover near $200 in mid-April 2026, trading as the world's most valuable company with a market capitalization topping $4.9 trillion, as Wall Street analysts overwhelmingly recommend buying the stock amid unrelenting demand for it…",https://www.ibtimes.com.au/nvidia-stock-2026-analysts-urge-buy-amid-ai-boom-despite-high-valuation-risks-1866916,0.785,0.165,0.05,0.785,positive,1.0
2026-04-18,2026-04-18T06:43:57Z,The Times of India,recession,"Crude oil, copper, gold: The 3 commodities every beginner should track (and why they move!)","Crude oil, copper, and gold are essential for new traders to grasp global market movements. Crude oil reflects energy trends, copper signals economic growth, and gold acts as a safe haven during uncertainty. Understanding these commodities provides a strategi…",https://economictimes.indiatimes.com/markets/commodities/news/crude-oil-copper-gold-the-3-commodities-every-beginner-should-track-and-why-they-move/articleshow/130348505.cms,-0.8016,0.111,0.202,0.687,negative,1.0
2026-04-18,2026-04-18T09:58:26Z,The Next Web,markets,"NVIDIA didn’t invest in Xanadu, but it made its CEO a billionaire anyway","Christian Weedbrook, the founder and CEO of Toronto-based Xanadu Quantum Technologies, became a billionaire this week without NVIDIA investing a single dollar in his company. His 46.4 million multiple-voting shares were worth approximately $1.5 billion as of …",https://thenextweb.com/news/nvidia-xanadu-quantum-computing-ceo-billionaire-stock-surge/,0.631,0.095,0.0,0.905,positive,1.0
2026-04-18,2026-04-18T10:00:51Z,Yahoo Entertainment,markets,Morning Brief: The future of Netflix is now,The stock market put in another surge on Friday to close out a week of record highs.,https://finance.yahoo.com/news/morning-brief-the-future-of-netflix-is-now-100051740.html,0.0,0.0,0.0,1.0,neutral,1.0
2026-04-18,2026-04-18T06:34:51Z,BusinessLine,markets,Oil prices retreat while stock indices surge following US-Iran ceasefire,Market data indicated a sharp correction in the commodities sector alongside a robust rally across major equity benchmarks,https://www.thehindubusinessline.com/markets/commodities/oil-prices-retreat-while-stock-indices-surge-following-us-iran-ceasefire/article70876509.ece,0.4939,0.139,0.0,0.861,positive,1.0
2026-04-18,2026-04-18T13:11:30Z,Ibtimes.com.au,markets,Oil Prices Plunge Below $85 as Iran Reopens Strait of Hormuz in Major Market Relief,"NEW YORK — World oil prices tumbled sharply on Friday, with benchmark U.S. crude dropping more than 10 percent to settle below $84 per barrel after Iran declared the Strait of Hormuz fully open to commercial shipping during an ongoing ceasefire, easing fears …",https://www.ibtimes.com.au/oil-prices-plunge-below-85-iran-reopens-strait-hormuz-major-market-relief-1866958,-0.2782,0.08,0.097,0.822,negative,1.0
2026-04-17,2026-04-17T20:03:00Z,GlobeNewswire,policy,"VALUE LINE, INC. DIVIDEND HAS JUST BEEN RAISED FROM $1.30 TO $1.40 (ANNUALIZED) – ITS 12TH CONSECUTIVE INCREASE","NEW YORK, April 17, 2026 (GLOBE NEWSWIRE) -- Value Line, Inc. (NASDAQ – VALU
) announced today that its Board of Directors has just raised its quarterly dividend, which will be $0.35 per common share ($1.40 annualized). The new higher cash dividend is payabl…",https://www.globenewswire.com/news-release/2026/04/17/3276480/0/en/VALUE-LINE-INC-DIVIDEND-HAS-JUST-BEEN-RAISED-FROM-1-30-TO-1-40-ANNUALIZED-ITS-12TH-CONSECUTIVE-INCREASE.html,0.8679,0.157,0.0,0.843,positive,1.0
2026-04-17,2026-04-17T19:00:00Z,The American Prospect,policy,How Trump Undermines Trump,"Consider the president’s self-defeating assault against Jerome Powell.
The post How Trump Undermines Trump appeared first on The American Prospect.",http://prospect.org/2026/04/17/how-trump-undermines-trump-jerome-powell-federal-reserve/,-0.7506,0.071,0.279,0.649,negative,1.0
2026-04-17,2026-04-17T08:00:00Z,Skift,inflation,The Crisis Crushing America’s Hotel Owners,Hotel brands are winning while owners face rising costs and softer demand. Sarah Kopit and Seth Borko break down the growing pressure on hotel owners and what it means for the future of the franchise model.,https://skift.com/2026/04/17/the-crisis-crushing-americas-hotel-owners/,-0.6369,0.099,0.2,0.7,negative,1.0
2026-04-17,2026-04-17T18:16:56Z,The Times of India,policy,What’s happening with mortgage rate right now— should you lock before the April Fed meeting or wait for lower home loan rates?,Mortgage rates today are hovering near 6.3%. That is a sharp jump from around 5.7% just weeks ago. The market is moving fast. Buyers are feeling the pressure. The big question now is simple. Should you lock your mortgage rate before the April Fed meeting or w…,https://economictimes.indiatimes.com/news/international/us/whats-happening-with-mortgage-rate-right-now-should-you-lock-before-the-april-fed-meeting-or-wait-for-lower-home-loan-rates/articleshow/130339730.cms,-0.4404,0.021,0.061,0.918,negative,1.0
2026-04-17,2026-04-17T14:16:30Z,Financial Post,policy,Henry Paulson suggests U.S. make a break-glass Treasuries plan,Former Treasury Secretary Henry Paulson suggested authorities prepare a back-up plan to avert a collapse in demand for Treasuries. Read on,https://financialpost.com/news/economy/henry-paulson-suggests-u-s-treasuries-plan,-0.2023,0.156,0.178,0.667,negative,1.0
2026-04-17,2026-04-17T18:30:00Z,ABC News (AU),policy,Budget coincides with the thunderclap of history in flux — and hard choices,The budget's usual timing on the second Tuesday of May is an artifice of political convention. This year's edition just happens to be coinciding with the thunderclap of history in flux.,https://www.abc.net.au/news/2026-04-18/inflation-war-making-may-budget-harder/106577912,-0.1027,0.0,0.032,0.968,negative,1.0
2026-04-17,2026-04-17T01:34:58Z,The Times of India,markets,Gloabl Markets: Asian stocks dip as traders await ceasefire news,"Asian stocks declined as investors reduced holdings ahead of the weekend, awaiting progress on extending the US-Iran ceasefire. This follows a global equity rally driven by expectations of prolonged peace, which pushed markets to record highs. Crude oil price…",https://economictimes.indiatimes.com/markets/us-stocks/news/gloabl-markets-asian-stocks-dip-as-traders-await-ceasefire-news/articleshow/130320628.cms,0.4588,0.137,0.066,0.798,positive,1.0
2026-04-17,2026-04-17T14:44:15Z,Vox,inflation,The Iran war isn’t hitting your grocery bill — yet,The aorta of the global energy economy has been clogged for more than a month now.  The closure of the Strait of Hormuz — the narrow waterway connecting the Gulf oil producers to global markets — has throttled worldwide energy production and driven up the pri…,https://www.vox.com/politics/485997/strait-hormuz-iran-war-food-prices,-0.1779,0.069,0.064,0.867,negative,1.0
2026-04-17,2026-04-17T00:59:03Z,The Times of India,markets,GIFT Nifty hints at positive start; here's trading setup for the day,"Indian equities closed lower amid weekly expiry volatility, with support seen at 23,450-23,100 and resistance at 24,400. Global markets showed mixed signals, with US stocks inching higher on ceasefire hopes. The Indian rupee strengthened, while Brent crude pr…",https://economictimes.indiatimes.com/markets/stocks/news/gift-nifty-hints-at-positive-start-heres-trading-setup-for-the-day/articleshow/130320381.cms,0.9068,0.276,0.089,0.635,positive,1.0
2026-04-17,2026-04-17T13:35:40Z,Ibtimes.com.au,policy,"Dow Surges Toward 49,000 Milestone as Ceasefire Hopes Ease Geopolitical Fears on Wall Street",NEW YORK — The Dow Jones Industrial Average climbed Friday morning as investors bet that a fragile ceasefire in the Middle East would prevent a prolonged oil shock and allow the U.S. economy to shake off recent volatility.,https://www.ibtimes.com.au/dow-surges-toward-49000-milestone-ceasefire-hopes-ease-geopolitical-fears-wall-street-1866867,0.0516,0.137,0.118,0.745,positive,1.0
2026-04-17,2026-04-17T14:20:37Z,CNA,policy,Analysis:BOJ's hawkish hints keep rate hike on the cards,"WASHINGTON, April 17 : Bank of Japan Governor Kazuo Ueda refrained from pre-committing to an April rate increase as the Iran war muddled the outlook, but left a few hawkish signs after this week's IMF meetings, suggesting a hike remains on the cards in June, …",https://www.channelnewsasia.com/business/analysisbojs-hawkish-hints-keep-rate-hike-cards-6063991,-0.2023,0.029,0.043,0.928,negative,1.0
2026-04-17,2026-04-17T19:13:15Z,Slashdot.org,markets,Stock Market Today: Dow Rallies On Hormuz Reopening; Lithium Name Sinks (Live Coverage) - Investor's Business Daily,Stock Market Today: Dow Rallies On Hormuz Reopening; Lithium Name Sinks (Live Coverage)Investor's Business Daily Stocks Extend ‘Astonishing’ Rally as Middle East Tensions Ease FurtherThe New York Times Market Indexes Surge: Nasdaq 100 Up 5.9% for the Week on …,https://slashdot.org/firehose.pl?op=view&amp;id=181739938,0.128,0.069,0.044,0.887,positive,1.0
2026-04-17,2026-04-17T21:32:00Z,MarketWatch,markets,Nasdaq scores longest winning streak since 1992 as historic stock-market comeback continues,A rally that has already catapulted stocks higher with a velocity rarely seen before continued to pick up speed on Friday.,https://www.marketwatch.com/story/nasdaq-heads-toward-its-longest-winning-streak-since-1992-as-historic-stock-market-comeback-continues-e84c2c59,0.5267,0.096,0.0,0.904,positive,1.5
2026-04-17,2026-04-17T20:27:51Z,The Daily Hodl,markets,"Bybit Report: Global Stocks Reach Record Highs as S&P 500 Surpasses 7,000 Milestone","DUBAI, United Arab Emirates, 17th April 2026, Chainwire
The post Bybit Report: Global Stocks Reach Record Highs as S&P 500 Surpasses 7,000 Milestone appeared first on The Daily Hodl.",https://dailyhodl.com/2026/04/17/bybit-report-global-stocks-reach-record-highs-as-sp-500-surpasses-7000-milestone/,0.4588,0.114,0.0,0.886,positive,1.0
2026-04-17,2026-04-17T23:00:20Z,Bitcoinist,markets,"XRP, Bitcoin, And Everything In Between: Pundit Predicts What’s To Come","XRP and Bitcoin are back in focus as a crypto analyst lays out a bold timeline of events that could shape the market through 2026. The outlook connects developments in crypto, stocks, and global events into one clear direction, suggesting that a strong phase …",https://bitcoinist.com/xrp-bitcoin-whats-to-come/,0.8176,0.138,0.0,0.862,positive,1.0
2026-04-17,2026-04-17T20:40:28Z,Fortune,markets,"Oil is back to early war days, S&P 500 jumps to all-time high","The Dow Jones Industrial Average surged as many as 1,100 points before paring its gain to 868, or 1.8%. The Nasdaq composite climbed 1.5%.",https://fortune.com/2026/04/17/oil-is-back-to-early-war-days-sp-500-jumps-to-all-time-high/,-0.128,0.08,0.092,0.827,negative,1.0
2026-04-17,2026-04-17T20:02:17Z,OCRegister,policy,Fed’s Waller signals caution on rate cuts,He cautioned that oil futures prices and securities markets in general are underpricing the risk of a prolonged conflict.,https://www.ocregister.com/2026/04/17/feds-waller-signals-caution-on-rate-cuts-sees-risk-of-longer-conflict/,-0.5267,0.071,0.214,0.714,negative,1.0
2026-04-17,2026-04-17T15:41:49Z,The Times of India,markets,"S&P 500 surges, Dow jumps 1,000 points as airline stocks skyrocket, Nasdaq eyes record gaining streak since 2009 after oil prices today crashes as Strait of Hormuz reopens - how US stock market is performing on April 17","S&P 500, Dow Jones and Nasdaq rallying today: On April 17, the US stock market experienced a remarkable surge with the S&P 500 and Dow Jones jumping over 1,000 points, driven by plummeting oil prices and easing geopolitical tensions after Iran's announcement …",https://economictimes.indiatimes.com/news/international/us/sp-500-surges-dow-jumps-1000-points-as-airline-stocks-skyrocket-nasdaq-eyes-record-gaining-streak-since-2009-after-oil-prices-today-crashes-as-strait-of-hormuz-reopens-how-us-stock-market-is-performing-on-april-17/articleshow/130337136.cms,0.6908,0.095,0.031,0.874,positive,1.0
2026-04-17,2026-04-17T19:31:15Z,Crypto Briefing,markets,S&P 500 hits all-time highs as US-Iran ceasefire eases tensions,"The S&P 500's rise highlights market optimism but underscores the fragility of peace, with potential volatility from unresolved US-Iran tensions.
The post S&P 500 hits all-time highs as US-Iran ceasefire eases tensions appeared first on Crypto Briefing.",https://cryptobriefing.com/sp-500-hits-all-time-highs-as-us-iran-ceasefire-eases-tensions/,0.3919,0.192,0.148,0.661,positive,1.0
2026-04-17,2026-04-17T15:35:30Z,The Times of India,markets,"Why are oil prices down by 10% and US stock market indexes, Dow Jones, S&P 500 and Nasdaq, up now? Here's if Strait of Hormuz is fully open now","Why are oil prices down by 10% and US stock market indexes, Dow Jones, S&P 500 and Nasdaq, up now? Oil prices fell by more than 10% after Iran said the Strait of Hormuz is open again. Stock markets rose across the world. Investors reacted to hopes of easing t…",https://economictimes.indiatimes.com/news/international/us/why-are-oil-prices-down-and-us-stock-market-indexes-dow-jones-sp-500-and-nasdaq-up-now-heres-if-strait-of-hormuz-is-fully-open-now/articleshow/130337125.cms,0.6322,0.063,0.0,0.937,positive,1.0
2026-04-17,2026-04-17T04:07:25Z,BusinessLine,markets,"Nifty dips on profit booking; IT drags, defence and metals hold","Nifty 50 opened at 24,165.90, dropping to 24,149.90, a decline of 46.85 points (0.19%) by 9:16 am; Sensex opened at 77,976.13 and rose to 78,128.35, gaining 139.67 points (0.18%)",https://www.thehindubusinessline.com/markets/nifty-dips-on-profit-booking-it-drags-defence-and-metals-hold/article70872227.ece,0.8689,0.259,0.035,0.705,positive,1.0
2026-04-17,2026-04-17T18:07:00Z,CNBC,policy,Fed Governor Waller says Iran war and labor market risks are keeping central bank on hold,Federal Reserve Governor Christopher Waller on Friday said current economic conditions are complicating the approach to interest rates.,https://www.cnbc.com/2026/04/17/fed-governor-waller-says-iran-war-and-labor-market-risks-are-keeping-central-bank-on-hold.html,-0.4588,0.075,0.15,0.775,negative,1.5
2026-04-17,2026-04-17T20:01:00Z,GlobeNewswire,policy,Hingham Savings Reports First Quarter 2026 Results,"HINGHAM, Mass., April 17, 2026 (GLOBE NEWSWIRE) -- HINGHAM INSTITUTION FOR SAVINGS (NASDAQ: HIFS), Hingham, Massachusetts announced earnings for the quarter ended March 31, 2026.",https://www.globenewswire.com/news-release/2026/04/17/3276478/33478/en/Hingham-Savings-Reports-First-Quarter-2026-Results.html,0.0,0.0,0.0,1.0,neutral,1.0
2026-04-17,2026-04-17T18:00:00Z,Federalreserve.gov,recession,"Waller, One Transitory Shock After Another","Thank you, Joe, and thank you for the opportunity to speak to you today.  1     My subject, as it often is, is the outlook for the U.S. economy and the implica",https://www.federalreserve.gov/newsevents/speech/waller20260417a.htm,0.6369,0.18,0.06,0.76,positive,1.0
2026-04-17,2026-04-17T16:36:49Z,Ibtimes.com.au,policy,Tesla Stock Rockets 4.7% to $407 as AI Chip Hopes and Autonomy Bets Ignite Investor Optimism,"Tesla Inc. shares surged more than 4.6% Friday, climbing to $407.02 midday as investors bet on accelerating progress in artificial intelligence, autonomous driving technology and upcoming product catalysts, even after the electric vehicle maker posted weaker-…",https://www.ibtimes.com.au/tesla-stock-rockets-47-407-ai-chip-hopes-autonomy-bets-ignite-investor-optimism-1866895,0.9246,0.235,0.0,0.765,positive,1.0
2026-04-17,2026-04-17T17:14:49Z,CBS News,policy,"How much interest can a $10,000 CD account earn now vs. April 2025?",The interest earnings a CD of this size offered one year ago were significant. But what do they look like this April?,https://www.cbsnews.com/news/interest-10000-cd-account-earn-april-2026-2025/,0.7912,0.225,0.0,0.775,positive,1.0
2026-04-17,2026-04-17T15:45:20Z,The Irish Times,policy,Foam cup heir Kenneth Dart hits 25% stake in Flutter,Current value of the Cayman Islands-based septuagenarian’s stake is about €4.82 billion,https://www.irishtimes.com/business/2026/04/18/foam-cup-heir-kenneth-dart-nears-25-stake-in-flutter/,0.34,0.103,0.0,0.897,positive,1.0
2026-04-17,2026-04-17T04:10:48Z,The Times of India,volatility,"​Sensex rises over 150 points, Nifty above 24,200 amid rising Iran-US war peace hopes; broader markets outperform","Indian stock indices Sensex and Nifty edged higher, with mid and small-cap stocks outperforming. Sentiment remains fragile despite rising hopes of US-Iran peace talks and a ceasefire between Lebanon and Israel. Oil prices cooled down as de-escalation hopes ea…",https://economictimes.indiatimes.com/markets/stocks/news/sensex-rises-over-150-points-nifty-above-24200-amid-rising-iran-us-war-peace-hopes-broader-markets-outperform/articleshow/130322432.cms,0.8949,0.249,0.086,0.665,positive,1.0
2026-04-17,2026-04-17T17:36:09Z,24/7 Wall St.,markets,"While You Are Watching Iran, South Korea’s Stock Market Is Going Absolutely Berserk","South Korea’s KOSPI delivered one of the strongest runs among major equity markets over the past year, yet almost no one outside Asia noticed because the...",https://247wallst.com/investing/2026/04/17/while-you-are-watching-iran-south-koreas-stock-market-is-going-absolutely-berserk/,0.2484,0.069,0.046,0.885,positive,1.0
2026-04-17,2026-04-17T17:53:06Z,Slashdot.org,markets,"Stock Market Today: Dow Opens Higher, Brent Falls — Live Updates - WSJ","Stock Market Today: Dow Opens Higher, Brent Falls — Live UpdatesWSJ Dow rallies 1,100 points, S&P 500 tops 7,100 for the first time after Iran declares Strait of Hormuz open: Live updatesCNBC Stocks Extend ‘Astonishing’ Rally as Middle East Tensions Ease Furt…",https://slashdot.org/firehose.pl?op=view&amp;id=181739548,0.5859,0.123,0.044,0.833,positive,1.0
2026-04-17,2026-04-17T17:12:51Z,Slashdot.org,markets,"Stock market today: Dow climbs 1,000 points, S&P 500 and Nasdaq surge as Iran says Strait of Hormuz 'completely open' - Yahoo Finance UK","Stock market today: Dow climbs 1,000 points, S&P 500 and Nasdaq surge as Iran says Strait of Hormuz 'completely open'Yahoo Finance UK The Nasdaq's win streak, Netflix earnings, another AI pivot and more in Morning SquawkCNBC Dow, S&P 500 retake session highsM…",https://slashdot.org/firehose.pl?op=view&amp;id=181739346,0.5859,0.055,0.0,0.945,positive,1.0
2026-04-17,2026-04-17T20:30:53Z,Awealthofcommonsense.com,markets,Everything is Faster Now,"Markets are moving faster than ever before.
The post Everything is Faster Now appeared first on A Wealth of Common Sense.
...",https://awealthofcommonsense.com/2026/04/everything-is-faster-now/,0.4939,0.113,0.0,0.887,positive,1.0
2026-04-17,2026-04-17T01:55:33Z,Economictimes.com,markets,"Sensex Today | Nifty 50 | Stock Market Live Updates: GIFT Nifty jumps 50 nearly points; oil prices, Asian markets drop","Indian equities closed slightly lower on Thursday amid heightened volatility linked to the weekly Sensex expiry, even as supportive factors like a stronger rupee and softer Brent crude offered some cushion. Analysts see immediate short-term support in the 23,…",https://m.economictimes.com/markets/stocks/live-blog/bse-sensex-today-nifty50-stock-market-live-updates-gift-nifty-ril-tcs-share-price-17-april-2026/liveblog/130320795.cms,0.8841,0.248,0.1,0.652,positive,1.0
2026-04-17,2026-04-17T14:24:19Z,Financial Post,policy,Treasuries Rally as Oil Tumbles on Mideast Peace Deal Optimism,"Treasuries jumped, sending yields to their lowest levels in a month, as oil prices tumbled on optimism a Middle East peace deal is within reach.",https://financialpost.com/pmn/business-pmn/treasuries-rally-as-oil-tumbles-on-mideast-peace-deal-optimism,0.936,0.39,0.054,0.557,positive,1.0
2026-04-17,2026-04-17T19:38:55Z,ABC News (AU),policy,What crisis? Why stocks are ignoring the economy,The Australian Securities Exchange is within striking distance of new records as economists issue worst-case warnings of a close call for a global recession.,https://www.abc.net.au/news/2026-04-18/why-the-stock-market-is-surging-and-ignoring-the-economy/106573058,-0.8625,0.054,0.288,0.659,negative,1.0
2026-04-17,2026-04-17T10:16:36Z,The Times of India,volatility,"Why stock market rose today? Sensex jumps 500 points, Nifty settles above 24,350. 5 key factors explained",Indian stock markets saw significant gains on Friday. The Sensex and Nifty closed the week over 2% higher. This recovery follows a March selloff. Bulls are gaining momentum amid hopes for a quicker end to the Iran-US conflict. The market capitalization of BSE…,https://economictimes.indiatimes.com/markets/stocks/news/why-stock-market-rose-today-sensex-jumps-500-points-nifty-settles-above-24350-5-key-factors-explained/articleshow/130329422.cms,0.8979,0.216,0.033,0.752,positive,1.0
2026-04-17,2026-04-17T14:27:35Z,Crypto Briefing,inflation,US inflation in March 2026 amid Iran energy conflict,"The Iran conflict's impact on energy prices may pressure Japan's economy, potentially prompting BOJ rate cuts to sustain growth.
The post US inflation in March 2026 amid Iran energy conflict appeared first on Crypto Briefing.",https://cryptobriefing.com/us-inflation-in-march-2026-amid-iran-energy-conflict/,-0.0258,0.165,0.167,0.668,neutral,1.0
2026-04-17,2026-04-17T10:58:13Z,Fortune,inflation,"If the economy feels even worse for you than the inflation data says, that might be because childcare isn’t deemed a ‘necessity’","""The cost of childcare obviously impacts labor force decisions, and that in turn impacts labor growth as a whole,"" Bowley tells Fortune.",https://fortune.com/2026/04/17/inflation-economy-worse-childcare-necessity-costs-women/,-0.128,0.055,0.065,0.881,negative,1.0
2026-04-17,2026-04-17T02:00:00Z,Activistpost.com,inflation,Is the Dollar Collapsing? 8 Key Indicators You Can’t Ignore,There are eight key indicators to watch as the US government falls deeper into the self-perpetuating debt spiral. Indicator #1: Federal Budget Deficits The chart below shows the actual and projected federal budget deficits. It’s important to note that these p…,https://www.activistpost.com/is-the-dollar-collapsing-8-key-indicators-you-cant-ignore/,-0.6597,0.032,0.129,0.839,negative,1.0
2026-04-17,2026-04-17T21:30:31Z,Financial Post,policy,"News of the day: Gas price shock, AI risks, 10-year mortgages, retirement savings, internal job postings and more","It’s Friday, April 17. Here are the top stories we’re following today.",https://financialpost.com/uncategorized/news-of-the-day-gas-price-shock-ai-risks-10-year-mortgages-retirement-savings-internal-job-postings-and-more,-0.4404,0.054,0.14,0.806,negative,1.0
2026-04-17,2026-04-17T17:37:18Z,Ibtimes.com.au,markets,10 Things You Must Know About Smith & Wesson as Firearm Icon Posts Strong Q3 Sales Gains,"Smith & Wesson Brands Inc., one of America's most iconic firearm manufacturers, continues to navigate a shifting market with improving financial results and fresh product launches, even as the company marks more than 170 years of innovation in revolvers, pist…",https://www.ibtimes.com.au/10-things-you-must-know-about-smith-wesson-firearm-icon-posts-strong-q3-sales-gains-1866906,0.9081,0.205,0.0,0.795,positive,1.0
2026-04-17,2026-04-17T22:00:30Z,Dailyreckoning.com,policy,Sounding the Alarm on American Debt,"This post Sounding the Alarm on American Debt appeared first on Daily Reckoning.
A notorious figure from the GFC returns with an ominous warning…
The post Sounding the Alarm on American Debt appeared first on Daily Reckoning.",https://dailyreckoning.com/sounding-the-alarm-on-american-debt/,-0.9517,0.0,0.364,0.636,negative,1.0
2026-04-17,2026-04-17T18:45:16Z,Fortune,policy,"The $39 trillion national debt could break the all-important U.S. bond market, sparking a ‘vicious’ emergency, former Treasury secretary warns","“We need an emergency break-the-glass plan, which is targeted and short-term, on the shelf, so it's ready to go when we hit the wall.""",https://fortune.com/2026/04/17/us-national-debt-threatens-treasury-market-henry-paulson/,-0.5456,0.089,0.176,0.735,negative,1.0
2026-04-17,2026-04-17T14:02:16Z,OCRegister,policy,How to use money market funds in your portfolio,Money market funds are safe because they generally don’t lose value.,https://www.ocregister.com/2026/04/17/how-to-use-money-market-funds/,0.3818,0.212,0.108,0.68,positive,1.0
2026-04-17,2026-04-17T17:28:00Z,GlobeNewswire,policy,Chino Commercial Bancorp Reports 24.7% Increase in Net Earnings,"CHINO, Calif., April 17, 2026 (GLOBE NEWSWIRE) -- The Board of Directors of Chino Commercial Bancorp (OTC: CCBC), the parent company of Chino Commercial Bank, N.A., announced the results of operations for the Bank and the consolidated holding company for the …",https://www.globenewswire.com/news-release/2026/04/17/3276421/0/en/Chino-Commercial-Bancorp-Reports-24-7-Increase-in-Net-Earnings.html,0.3182,0.044,0.0,0.956,positive,1.0
2026-04-17,2026-04-17T20:13:05Z,Slashdot.org,markets,"Stock Market Today: Indexes Jump, Oil Dives After Iran's Foreign Minister Says Strait of Hormuz 'Completely Open' During Ceasefire; Dow Up 850 Points - Investop","Stock Market Today: Indexes Jump, Oil Dives After Iran's Foreign Minister Says Strait of Hormuz 'Completely Open' During Ceasefire; Dow Up 850 PointsInvestopedia Stocks Extend Rally as Tensions Ease Over War in IranThe New York Times Stock Market Today: Dow r…",https://slashdot.org/firehose.pl?op=view&amp;id=181740254,-0.5267,0.058,0.091,0.852,negative,1.0
2026-04-17,2026-04-17T15:10:58Z,Financial Post,policy,Stocks Rally as Oil Plunges on Reopening of Hormuz Strait,"US stocks rallied Friday after Iran said it would open the Strait of Hormuz following the truce between Israel and Lebanon, promising to ease an oil shock that has shadowed the global economic outlook ever since President Donald Trump started the war seven we…",https://financialpost.com/pmn/business-pmn/stocks-rally-as-oil-plunges-on-reopening-of-hormuz-strait,-0.3182,0.084,0.105,0.81,negative,1.0
2026-04-17,2026-04-17T07:55:29Z,Financial Post,markets,"Stocks spike, Dow up 1,000 after Iran says Strait of Hormuz 'completely open'",Stocks climbed after Iran said the Strait of Hormuz is now “completely open” for commercial traffic. Oil and the dollar tumbled. Read more,https://financialpost.com/investing/stocks-spike-after-strait-of-hormuz-open,0.0,0.0,0.0,1.0,neutral,1.0
2026-04-16,2026-04-16T09:31:25Z,CryptoSlate,inflation,Bitcoin is squeezing into the $78k ‘True Market Mean’ with Fed and retail data set to decide next move,"Bitcoin is pushing up against a patch of resistance right as the bigger economic picture gets trickier. The price is pushing toward $75,000, with some important on-chain sellers stepping in and two big US data releases on deck. These will determine whether Bi…",https://cryptoslate.com/bitcoin-nears-78k-true-market-mean-fed-retail-data-next-move/,0.0258,0.028,0.027,0.945,neutral,1.0
2026-04-16,2026-04-16T17:10:00Z,The Times of India,recession,"US stock market rally today: Why Dow Jones, S&P 500, and Nasdaq are suddenly rising amid ceasefire hopes and strong earnings — Is this bull run just getting started?","US stock market rally today is gaining strength as the S&P 500 crosses 7,000, the Nasdaq tops 24,000, and the Dow Jones rises steadily. Markets react fast to fresh signals. A reported Israel–Lebanon ceasefire and easing US-Iran tensions lift investor confiden…",https://economictimes.indiatimes.com/news/international/us/us-stock-market-rally-today-why-dow-jones-sp-500-and-nasdaq-are-suddenly-rising-amid-ceasefire-hopes-and-strong-earnings-is-this-bull-run-just-getting-started/articleshow/130313656.cms,0.9432,0.233,0.032,0.735,positive,1.0
2026-04-16,2026-04-16T01:15:43Z,The Times of India,volatility,Fresh hopes of US-Iran talks bring peace to D-Street,"Trump, according to news reports, said that the US-Iran peace talks could resume in Islamabad over the next two days following the breakdown of negotiations over the weekend. Earlier, the US said its navy had blockaded traffic to and from Iranian ports in res…",https://economictimes.indiatimes.com/markets/stocks/news/fresh-hopes-of-us-iran-talks-bring-peace-to-d-street/articleshow/130295627.cms,0.9022,0.198,0.0,0.802,positive,1.0
2026-04-16,2026-04-16T15:46:55Z,BusinessLine,inflation,Insights from new GDP data,sobering effect. The right lessons need to be drawn from lower nominal GDP values in the new series,https://www.thehindubusinessline.com/opinion/insights-from-new-gdp-data/article70870248.ece,-0.0772,0.101,0.15,0.749,negative,1.0
2026-04-16,2026-04-16T14:07:56Z,Ibtimes.com.au,earnings,Netflix Stock Dips Slightly Ahead of Crucial Q1 Earnings Report Expected to Show Strong Growth,"LOS GATOS, Calif. — Netflix Inc. shares edged lower in early trading Thursday as investors braced for the streaming giant's first-quarter earnings report, which analysts widely expect to highlight continued subscriber momentum, recent price hikes and accelera…",https://www.ibtimes.com.au/netflix-stock-dips-slightly-ahead-crucial-q1-earnings-report-expected-show-strong-growth-1866767,0.8074,0.176,0.037,0.787,positive,1.0
2026-04-16,2026-04-16T08:23:53Z,The Conversation Africa,recession,Politics with Michelle Grattan: Economist Chris Richardson on next steps in fuel crisis,We speak to independent economist Chris Richardson on the fuel crisis and the Australian economy.,https://theconversation.com/politics-with-michelle-grattan-economist-chris-richardson-on-next-steps-in-fuel-crisis-280706,-0.8481,0.0,0.24,0.76,negative,1.0
2026-04-16,2026-04-16T14:00:04Z,newsBTC,markets,Bitcoin Hits $76K As Tech Stocks Push Wall Street To Fresh Records,"Fundstrat’s chief investment officer, Tom Lee, says the next big move in markets won’t be led by stocks — it’ll be driven by crypto. Speaking Wednesday on CNBC’s “Closing Bell,” Lee argued that Bitcoin and Ether are positioned to lead the next leg of the rall…",http://www.newsbtc.com/news/bitcoin/bitcoin-hits-76k-as-tech-stocks-push-wall-street-to-fresh-records/,-0.0516,0.038,0.041,0.921,negative,1.0
